id,[x],[y],[y_pred]
1,4.519989339646,1.783897957114,155.000000000000,114.852851489692
2,4.560811822806,1.804224407629,137.000000000000,121.187290106918
4,4.639511025413,1.782639979189,160.000000000000,156.164152640124
5,4.654718404093,1.835733297275,123.000000000000,122.362398713713
7,4.669185759788,1.810873742860,133.000000000000,157.073794298542
8,4.682204586459,1.795619517096,145.000000000000,158.591350103823
9,4.695312319178,1.832468652592,124.000000000000,132.049296342713
10,4.707006237697,1.845030791814,120.000000000000,106.938923476655
11,4.716230302158,1.789179797640,153.000000000000,133.241624795867
12,4.735041678034,1.779387852558,173.000000000000,130.128744907791
13,4.748330700713,1.862052192211,116.000000000000,127.153401511499
14,4.755719553727,1.821399972365,128.000000000000,133.431562355485
15,4.770552374291,1.775875882091,190.000000000000,131.646524220543
16,4.774633062280,1.781133005703,171.000000000000,128.383946032595
18,4.811252130388,1.798469228145,144.000000000000,147.391266974649
20,4.840731814618,1.888689588964,111.000000000000,110.522476639963
21,4.843560622335,1.852585564558,117.000000000000,112.099347808973
22,4.849277625615,1.818279021005,130.000000000000,113.002947287970
23,4.854022463826,1.823867435566,127.000000000000,145.085325281393
24,4.864913841853,1.807100050275,137.000000000000,120.788919955025
25,4.883751556755,1.828514347761,125.000000000000,127.098812712924
26,4.901110500516,1.858216500696,116.000000000000,110.287470499101
27,4.908060533127,1.863991793275,114.000000000000,121.952549864393
28,4.908826946675,1.908779550025,108.000000000000,114.123099378227
29,4.933864243688,1.917365783727,107.000000000000,102.958183020792
30,4.935461483982,1.794815364999,151.000000000000,120.644415820252
32,4.958135696511,1.781258672663,187.000000000000,152.881871100462
33,4.958868983115,1.883212820374,111.000000000000,82.978963795513
36,4.991924224701,1.825196870179,127.000000000000,104.234249359506
37,4.997634031587,1.799860941252,146.000000000000,170.286879789505
38,5.007118092608,1.884362816344,110.000000000000,109.262901298400
39,5.023904075649,1.851113926892,117.000000000000,113.986167223381
40,5.032115136093,1.787516626064,170.000000000000,147.041949552773
43,5.046911510789,1.812088328227,135.000000000000,116.861697730066
44,5.051963163285,1.802856193604,143.000000000000,130.807545474461
45,5.056161181174,1.928792600145,104.000000000000,108.724806672018
48,5.077876243828,1.835793521884,122.000000000000,117.402950938671
51,5.089569253096,1.809052740988,138.000000000000,110.467389239058
52,5.098460702435,1.905286618987,106.000000000000,91.574218526650
53,5.105662895544,1.836492306065,122.000000000000,115.854240409892
55,5.112577096146,1.819564205171,130.000000000000,116.269745595709
56,5.122884325481,1.895234728512,108.000000000000,99.550903579401
58,5.129433371368,1.847192078908,118.000000000000,97.799950812048
60,5.140141959601,1.817186733300,132.000000000000,131.827598204576
61,5.145284162270,1.890151166115,109.000000000000,115.675719241791
62,5.151832010761,1.850179520054,117.000000000000,114.087732360890
63,5.154433785008,1.949346418921,102.000000000000,82.864270152920
64,5.154627404569,1.828439771978,126.000000000000,130.085428978238
65,5.174738961134,1.869954651874,112.000000000000,109.732933001259
66,5.174845277572,1.937994674645,102.000000000000,100.206289116124
67,5.179537435249,1.879936542155,110.000000000000,95.807049872645
68,5.186267206704,1.987996643651,99.000000000000,91.110275916248
69,5.198048803596,1.926115055529,103.000000000000,107.922198540487
70,5.207444315051,2.000446295224,98.000000000000,90.006477897086
71,5.208948190530,1.810697315578,138.000000000000,114.825363888454
73,5.219753962555,1.920758467367,104.000000000000,107.650377059350
74,5.226026056027,1.994723814041,98.000000000000,88.304352372001
75,5.232722507262,1.844623206828,119.000000000000,118.783601298582
76,5.240016619609,2.011143524115,97.000000000000,105.821863963222
77,5.243703346569,1.792564392306,170.000000000000,187.032747919526
78,5.247854357983,2.000855712174,98.000000000000,99.701276284756
79,5.253862168270,1.862873655640,114.000000000000,114.886175431348
80,5.257995711293,1.914023711269,105.000000000000,108.152641149791
81,5.259973918520,2.021915745269,97.000000000000,80.772269667271
82,5.265443771583,1.800581096523,153.000000000000,138.111701186225
83,5.270908177179,1.919035150656,104.000000000000,97.348346528366
84,5.279531276692,1.839987292932,121.000000000000,114.158789934068
