id,[x],[y],[y_pred]
1,5.207444315051,2.000446295224,98.000000000000,81.501435290106
2,5.226026056027,1.994723814041,98.000000000000,81.922664373730
4,5.247854357983,2.000855712174,98.000000000000,80.022324754973
5,5.259973918520,2.021915745269,97.000000000000,75.930599920472
7,5.305766435729,2.001100278848,97.000000000000,81.265140464494
8,5.310614865722,1.995972425831,97.000000000000,83.384415882343
9,5.333710687800,1.974415838567,98.000000000000,79.388136815373
10,5.338267737850,2.009748468541,96.000000000000,76.929517441173
11,5.339791651149,2.059430398774,94.000000000000,79.506630513959
12,5.362551630090,2.071317984926,94.000000000000,88.449746191680
13,5.368143573655,2.075803810056,94.000000000000,79.327827492290
14,5.372966113299,2.015992373683,96.000000000000,85.663641153259
15,5.373445588535,2.048911304792,94.000000000000,84.149795414214
16,5.387375593131,2.070473001351,94.000000000000,78.356641071026
18,5.401779565753,2.034271194536,95.000000000000,83.892207842060
20,5.426376666958,2.047014061393,94.000000000000,84.518438724323
21,5.446458718252,2.003272035322,96.000000000000,77.504615644353
22,5.453339224572,2.025410303521,95.000000000000,78.891261858719
23,5.455222245337,1.953853745111,99.000000000000,77.065757327216
24,5.465476185163,1.951249190665,99.000000000000,89.543688241649
25,5.472411257779,2.104874140411,92.000000000000,85.111727954193
26,5.491653207528,2.033214144121,94.000000000000,77.330805499339
27,5.502974145457,2.041293633509,94.000000000000,73.292436277110
28,5.514074272520,2.034924657773,94.000000000000,78.223310564270
29,5.520369798835,1.960689618356,98.000000000000,86.588134141564
30,5.547604164467,1.979356922979,97.000000000000,90.791439070802
32,5.557929934855,2.099510102900,91.000000000000,75.655936020260
33,5.571085405089,2.113092212250,91.000000000000,77.140871750695
36,5.597316030414,1.957934584450,98.000000000000,75.245925870685
37,5.599567358393,2.062924042133,92.000000000000,76.775375898650
38,5.608180626990,1.970741045583,97.000000000000,82.650110009471
39,5.619209817465,2.051682146658,92.000000000000,86.452859942183
40,5.622607932703,1.986569508654,96.000000000000,92.933582896415
41,5.629370137524,2.078817804642,91.000000000000,86.436602239478
43,5.640661988972,1.990631650700,95.000000000000,80.106941115413
44,5.645409852704,2.016729225048,94.000000000000,78.051713749093
45,5.645580852340,2.101455297646,90.000000000000,78.931971152416
48,5.666721403059,1.963058885666,97.000000000000,82.253715318360
51,5.687405360429,2.122339473711,90.000000000000,83.581513560550
52,5.694820693479,2.156227184547,89.000000000000,78.960797280508
53,5.708802620000,2.063471801520,91.000000000000,86.389207965306
54,5.717622125646,2.083790197371,90.000000000000,71.426303967088
55,5.732553451502,2.107768346234,90.000000000000,81.373695188809
56,5.735235398738,1.985944269894,95.000000000000,79.826814346331
58,5.742902269243,2.152047276759,89.000000000000,74.501734444104
60,5.747779537528,2.197778198232,88.000000000000,70.327153056656
61,5.759199921297,2.170846783791,88.000000000000,89.068704822243
62,5.776828587364,2.115578316727,89.000000000000,83.909963918383
63,5.787158076962,2.136951637972,89.000000000000,83.519332768868
64,5.793767919599,2.140592091670,88.000000000000,85.144946029585
65,5.793809465446,1.958190079113,97.000000000000,81.124087719163
66,5.795444560610,2.177654852304,88.000000000000,76.116157904727
67,5.805730323537,1.952508535811,98.000000000000,85.627690324971
68,5.810654374916,2.151329926051,88.000000000000,76.253659035533
69,5.822799809895,2.036573518122,92.000000000000,84.372542286318
70,5.836144494499,2.022595577044,92.000000000000,74.397840477590
71,5.853903346914,2.146332696859,88.000000000000,76.300232642544
73,5.858983401527,2.125765638501,88.000000000000,77.716760310949
74,5.862099130212,1.967849661605,96.000000000000,85.590036062889
75,5.870266823164,2.220241576485,87.000000000000,78.500070010206
76,5.873623720107,2.002454968833,94.000000000000,89.208873805218
77,5.874320467939,2.054542407819,90.000000000000,84.232246330006
78,5.885768673026,2.027273343560,92.000000000000,76.080962240674
79,5.887890986684,2.239006814261,87.000000000000,77.661107901335
80,5.898954068508,2.228711176281,87.000000000000,69.047936272205
81,5.903293814151,2.043819591680,91.000000000000,79.205915366637
82,5.908315800274,1.983862349140,95.000000000000,75.780659012781
83,5.910331197784,1.995920432823,94.000000000000,88.572114264992
84,5.910874799286,2.130211192504,88.000000000000,81.465799599093
85,5.923130887242,2.066704498401,90.000000000000,77.242837106730
86,5.924720332634,2.183392173402,87.000000000000,71.743731874304
87,5.937061673422,2.040066799217,91.000000000000,72.408735208450
89,5.954261222601,2.007769561697,93.000000000000,79.383448799700
90,5.957044247424,2.002778700067,93.000000000000,91.457688301257
91,5.959603817857,2.073377121263,89.000000000000,85.882209043798
92,5.961543698470,2.189781099660,86.000000000000,82.796679865355
93,5.964446295005,2.238675130862,86.000000000000,78.810479438375
94,5.968664801013,2.058818926082,90.000000000000,77.085071465051
95,5.976152864022,2.197088200646,86.000000000000,70.191701990250
96,5.978365251390,2.253403843002,86.000000000000,77.453889827896
97,5.978505977652,2.048389006597,90.000000000000,86.744311035609
98,5.993171109289,2.209963727336,86.000000000000,75.983855761655
100,6.000248204460,2.094813280394,88.000000000000,83.572431658004
104,6.018350777239,2.212225595614,86.000000000000,77.031166030704
105,6.038257822663,2.166017866470,86.000000000000,83.479085757067
106,6.039281153151,2.207921920685,86.000000000000,82.035754992967
107,6.042302820316,1.955577362899,97.000000000000,86.970801836086
108,6.043680171059,2.250449119836,85.000000000000,70.414708339905
109,6.049162344164,2.158901090894,86.000000000000,85.194702496251
110,6.050180357640,2.261597194652,85.000000000000,81.533803543593
111,6.054857130674,1.985985810915,94.000000000000,85.346699053662
112,6.056868575581,2.265569634814,85.000000000000,72.499056677996
114,6.067884821581,1.982828265235,94.000000000000,80.250848769007
116,6.074035454837,2.300853602901,85.000000000000,76.335816466241
117,6.083444990412,2.097973857931,88.000000000000,81.856154930065
118,6.087488029170,2.034474917129,91.000000000000,83.042879042457
120,6.095378540475,2.016164090092,92.000000000000,74.762793800122
122,6.098621186594,1.990720532733,94.000000000000,90.980427099269
124,6.107088145019,2.106448907666,87.000000000000,81.621713960745
125,6.113777740084,2.226211112795,85.000000000000,79.445724798480
126,6.116829841835,1.941721579985,99.000000000000,75.608741642476
128,6.128040009342,1.955007762595,97.000000000000,78.241289225440
129,6.132659984853,2.108464890024,87.000000000000,75.796511151448
131,6.142412398620,2.271127333942,84.000000000000,75.870386647924
132,6.146974134593,2.033882227048,91.000000000000,89.323954528266
133,6.149051589263,2.012611625184,92.000000000000,76.853720037564
136,6.171676717572,2.320668614443,84.000000000000,75.461983075065
138,6.182019269120,2.214487327664,84.000000000000,77.146303884112
140,6.202941627622,2.168631320134,85.000000000000,83.203783663343
141,6.207375841117,2.258874485629,84.000000000000,85.261491074969
142,6.208538053904,1.973546058686,95.000000000000,79.884981676156
143,6.212604826809,1.963131050769,96.000000000000,81.419635562163
144,6.215832960051,2.108508441455,87.000000000000,79.858191968401
145,6.216682627134,2.276674660092,84.000000000000,82.390308894298
146,6.217911406759,2.142920080690,86.000000000000,84.976786160021
147,6.226838510976,1.936393341915,99.000000000000,81.823563593490
148,6.230579326335,2.208380182111,84.000000000000,78.105917851857
149,6.230977923190,2.353937049787,84.000000000000,75.035189214962
150,6.233811674523,2.116498082948,86.000000000000,73.839207086155
151,6.240833072543,2.003567166946,92.000000000000,79.798891953046
152,6.247218244334,2.026626717442,91.000000000000,80.187766576033
153,6.248136032226,2.075936520492,88.000000000000,78.057264736800
154,6.248642669549,2.337099984211,83.000000000000,72.805004501910
155,6.250182304501,2.186337230211,85.000000000000,66.658638450340
156,6.256177508884,2.257649227373,83.000000000000,80.359712081470
157,6.256312410215,1.950707679011,97.000000000000,88.664401947116
158,6.262381327981,2.266183079398,83.000000000000,83.537025801558
159,6.265065965354,2.065025487811,88.000000000000,85.204794280911
160,6.267292479976,1.962395674798,96.000000000000,72.184432121654
161,6.269054785620,2.049230375050,89.000000000000,80.525839930487
162,6.272881736695,2.251390471268,83.000000000000,76.562128252396
163,6.279404350363,2.083129365095,87.000000000000,83.945480407562
164,6.290699583335,2.302226079884,83.000000000000,75.959694807551
165,6.293590628188,1.996041061225,93.000000000000,86.393230762469
166,6.294101030220,2.139322272677,85.000000000000,65.217872412528
167,6.299823590187,2.369424231457,83.000000000000,70.188633146353
168,6.304948372297,2.198894267922,84.000000000000,73.207601180778
170,6.318087382823,2.135840238177,85.000000000000,89.920451510871
171,6.320117133437,2.183198200712,84.000000000000,82.333728621163
172,6.332491636477,1.960169829614,96.000000000000,85.020294785888
173,6.333424720618,2.172550181907,84.000000000000,71.637629531644
174,6.335088880363,2.020658264113,91.000000000000,70.833782159465
175,6.340402336266,2.077804094465,87.000000000000,88.481527820142
176,6.341301937420,2.247952247940,83.000000000000,75.846878708179
177,6.353280136137,2.056083401131,89.000000000000,83.399724478520
178,6.354056273534,2.238558929769,83.000000000000,69.592827865495
179,6.360220439917,1.970580357758,95.000000000000,87.560856951751
183,6.377768873874,2.371581966142,82.000000000000,80.243297889533
184,6.379667581349,2.001921340718,92.000000000000,75.866405951619
185,6.380275760187,2.330667776241,82.000000000000,74.412178482189
186,6.385829041269,2.397139057233,82.000000000000,71.382153475126
187,6.389405152243,2.072602432006,88.000000000000,87.706493081370
188,6.392251647951,2.047031197603,89.000000000000,82.698059813591
189,6.395075060418,2.130933280048,85.000000000000,79.508404749962
190,6.398546662181,2.195380101414,83.000000000000,82.276506730066
191,6.404039168981,2.394457612760,82.000000000000,69.371486027621
192,6.404767918868,2.183172828531,84.000000000000,88.053405759600
193,6.415004289695,2.088531503469,87.000000000000,87.134552642189
194,6.416647715975,2.179107582278,84.000000000000,77.286563923640
195,6.428828901635,2.039322374100,89.000000000000,86.716588430171
197,6.433023052538,2.242451572963,82.000000000000,66.246832509851
198,6.433895772125,2.285302246874,82.000000000000,75.587002215003
199,6.441334307260,2.120006647215,85.000000000000,73.886772391102
201,6.450817383116,2.230581683754,83.000000000000,75.806245521559
202,6.454265093601,2.011195135818,91.000000000000,73.437936441299
203,6.457122799849,2.092438839797,86.000000000000,79.713789278671
204,6.460776266858,2.220491739775,83.000000000000,78.041679398550
206,6.479328927008,2.045864788617,89.000000000000,83.122599606204
207,6.484189699307,1.976430067508,94.000000000000,69.628798809130
208,6.487800066100,2.085786465911,87.000000000000,78.158639325632
209,6.488607815481,2.100229387679,86.000000000000,74.868600767823
211,6.495253124496,2.065583383421,88.000000000000,81.288904675592
212,6.506093113399,2.258076960060,82.000000000000,76.730254370260
213,6.519592018800,2.263623947213,82.000000000000,80.986289152709
214,6.522057360948,2.153825464819,84.000000000000,78.204555945051
215,6.522443696815,2.013345565783,91.000000000000,82.627649459886
216,6.522836427471,2.335411904432,81.000000000000,75.202453321625
219,6.535231260965,1.979984288537,94.000000000000,78.758777024957
220,6.537678170830,2.432031262371,81.000000000000,75.722720335190
223,6.544811383143,2.409204495907,81.000000000000,71.230809202065
224,6.548078128928,2.113404051851,85.000000000000,74.070097594051
225,6.551165040498,1.948052246752,97.000000000000,80.281426075291
226,6.559218433153,1.992090768388,92.000000000000,79.719429882752
227,6.559660272591,2.220659753362,82.000000000000,76.706952868562
228,6.559998961379,2.159919003474,84.000000000000,75.944800787065
229,6.564695721528,2.379791926236,81.000000000000,65.133097384251
231,6.580701993785,2.040115054095,89.000000000000,76.013277068800
232,6.583677820933,2.472305882428,81.000000000000,72.244677271958
233,6.585211098649,2.165562087918,83.000000000000,77.024312651961
234,6.587144647199,2.285267856114,81.000000000000,77.031128685833
235,6.591038587683,2.423604048718,81.000000000000,74.061157069052
236,6.595995502906,1.956066372633,96.000000000000,81.818243171915
237,6.600432776688,2.477870572347,81.000000000000,73.910637942797
238,6.605224138964,2.307943093786,81.000000000000,85.361097900780
239,6.605546569049,2.094450016618,86.000000000000,69.044064001728
240,6.613618000020,2.081588886278,86.000000000000,87.642474730260
241,6.617566017032,2.181008066822,83.000000000000,77.500911859507
242,6.622034170662,1.971234376449,95.000000000000,87.089897108408
243,6.626886331451,2.347428990072,80.000000000000,76.541493192995
244,6.632896752239,2.275827886774,81.000000000000,70.181584340699
245,6.635015005699,2.147688772006,84.000000000000,87.785000711563
246,6.636215156117,2.402753285259,80.000000000000,69.687262880238
248,6.642874655732,2.229797579686,82.000000000000,70.333286567375
249,6.647698005444,2.473351130225,81.000000000000,75.397161390963
250,6.650328126726,2.032656341532,89.000000000000,80.531294714762
252,6.654211857673,2.255297334933,81.000000000000,87.678530314806
253,6.666921995226,2.450544740575,80.000000000000,78.588127305961
255,6.669962934437,2.026543053473,90.000000000000,68.900531794338
256,6.673420573306,2.176550989994,83.000000000000,72.537519702937
