0.8047401913651873,1.8486579779952959,61.00133247338406,113.0,113.0,113.0,1
0.8047401913651873,1.8486579779952959,63.76004721026817,112.0,112.0,112.0,1
0.8047401913651873,1.8486579779952959,74.37133826270107,111.0,111.0,111.0,1
0.8047401913651873,1.8486579779952959,80.73101849907317,113.0,113.0,113.0,1
0.8047401913651873,1.8486579779952959,86.87092241451076,116.0,116.0,116.0,1
0.8047401913651873,1.8486579779952959,92.76815275657128,119.0,120.0,119.0,1
0.8047401913651873,1.8926869577657435,62.349560203554034,105.0,106.0,105.0,1
0.8047401913651873,1.8926869577657435,67.44832919922301,103.0,103.0,103.0,1
0.8047401913651873,1.8926869577657435,75.83603985004542,101.0,102.0,101.0,1
0.8047401913651873,1.8926869577657435,78.84991545599458,101.0,101.0,101.0,1
0.8047401913651873,1.8926869577657435,86.56461555174636,102.0,102.0,101.0,1
0.8047401913651873,1.8926869577657435,99.62923724824164,104.0,104.0,104.0,1
0.8047401913651873,2.2555259431884385,75.21623954976664,84.0,84.0,84.0,1
0.8047401913651873,2.2555259431884385,78.99003305026721,82.0,82.0,82.0,1
0.8047401913651873,2.2555259431884385,88.11352035538029,78.0,78.0,78.0,1
0.8047401913651873,2.2555259431884385,97.54092937972553,76.0,76.0,76.0,1
0.8047401913651873,2.3316903805795506,80.95481692432995,81.0,81.0,81.0,1
0.8047401913651873,2.3316903805795506,85.22947848123037,78.0,79.0,78.0,1
0.8047401913651873,2.3316903805795506,95.21861195975293,75.0,75.0,75.0,1
0.8047401913651873,2.543863618916533,88.76875749015632,77.0,77.0,77.0,1
0.8047401913651873,2.543863618916533,94.45322887498305,74.0,74.0,74.0,1
0.8047401913651873,2.755537535867197,95.83158901574522,74.0,74.0,74.0,1
0.896577110846602,1.9623245674397647,59.580048965572125,97.0,97.0,97.0,1
0.896577110846602,1.9623245674397647,64.05401644966494,95.0,95.0,95.0,1
0.896577110846602,1.9623245674397647,75.60843467172836,92.0,92.0,92.0,1
0.896577110846602,1.9623245674397647,76.70372085823021,92.0,92.0,91.0,1
0.896577110846602,1.9623245674397647,87.12466594228594,91.0,91.0,91.0,1
0.896577110846602,1.9623245674397647,99.94664944136738,92.0,92.0,92.0,1
0.896577110846602,2.098292388272602,63.091635518497256,89.0,89.0,89.0,1
0.896577110846602,2.098292388272602,67.72346391467013,86.0,87.0,86.0,1
0.896577110846602,2.098292388272602,75.44759627712004,83.0,84.0,83.0,1
0.896577110846602,2.098292388272602,76.23915319698096,83.0,83.0,83.0,1
0.896577110846602,2.098292388272602,89.19575579790632,81.0,81.0,81.0,1
0.896577110846602,2.098292388272602,99.77633094284043,80.0,80.0,80.0,1
0.896577110846602,2.3540785119717813,71.58481083074162,81.0,81.0,81.0,1
0.896577110846602,2.3540785119717813,78.98109254692105,77.0,77.0,77.0,1
0.896577110846602,2.3540785119717813,83.78194002025033,75.0,75.0,75.0,1
0.896577110846602,2.3540785119717813,91.72231734493741,73.0,73.0,73.0,1
0.896577110846602,2.660422004100361,79.90896925478665,78.0,78.0,78.0,1
0.896577110846602,2.660422004100361,88.54860415775298,73.0,73.0,73.0,1
0.896577110846602,2.660422004100361,93.4884570345158,71.0,71.0,71.0,1
